Handle,Title,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Back type (product.metafields.shopify.back-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
indigo-drift-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_f6a2e617-4b46-447a-aefc-1d3ec387d78c.jpg?v=1758957858,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indigo-drift-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_682b772c-a13c-4eaa-847c-dfbc95a00801.jpg?v=1758957858,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indigo-drift-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_550afd6d-b95b-4288-b0f4-f1e0930f533f.jpg?v=1758957858,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indigo-drift-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Size_e1adcd4e-1423-4452-9f7b-67e3f70cae29.jpg?v=1758957858,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebony-symphony-quarter-plates,Ebony Symphony Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5015,0,shopify,15,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01096_copy.jpg?v=1758957911,1,,FALSE,,,,,,,,,,,,,,,,,black; floral; geometric,,,,,,rectangular,ceramic,,,,,,kg,,,active
ebony-symphony-quarter-plates,,,,,,Pack Of 6,Q6#5015,0,shopify,15,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_cfa404c3-a725-4ed7-9927-9b4cf508fddf.jpg?v=1758957911,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ebony-symphony-quarter-plates,,,,,,Pack Of 8,Q8#5015,0,shopify,14,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_bd2311f4-1e12-4ffe-8757-9bd9bb83cda5.jpg?v=1758957911,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ebony-symphony-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_52194a1e-8b94-4d47-ac2c-5ee42cf3dfdb.jpg?v=1758957911,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebony-symphony-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_52144bb0-c5f0-4c3a-bf1a-9e201bf24074.jpg?v=1758957911,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebony-symphony-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_dd29efe6-b4d1-4098-b991-47f78526b19f.jpg?v=1758957911,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebony-symphony-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Size_1b3a2027-50dc-4efd-8e37-cf296f3790ba.jpg?v=1758957911,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-lace-quarter-plate,Black Lace Quarter Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5041,0,shopify,9,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01089_copy.jpg?v=1758957970,1,,FALSE,,,,,,,,,,,,,,,,,floral; black; geometric; white,,,,,,round,melamine,,,,,,kg,,,active
black-lace-quarter-plate,,,,,,Pack Of 6,Q6#5041,0,shopify,10,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_167213ee-7061-492e-941d-d60bd2325565.jpg?v=1758957970,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-lace-quarter-plate,,,,,,Pack Of 8,Q8#5041,0,shopify,10,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_f9521dec-4041-4e53-83ec-5285e57f35ad.jpg?v=1758957970,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-lace-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_98020a36-8466-496b-98be-52c72ea54931.jpg?v=1758957970,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-lace-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_8050584d-6399-4160-a9eb-848231bb02c4.jpg?v=1758957970,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-lace-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_57739ff6-309a-47b6-ad37-fe05fed5f582.jpg?v=1758957970,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-lace-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Size_324985bd-a980-4834-8ae6-5b739c643f8e.jpg?v=1758957970,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-bliss-quarter-plates,Azure Bliss Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5011,0,shopify,61,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01060_copy.jpg?v=1758958021,1,,FALSE,,,,,,,,,,,,,,,,,green; floral; white; blue,,,,,,round,melamine,,,,,,kg,,,active
azure-bliss-quarter-plates,,,,,,Pack Of 6,Q6#5011,0,shopify,15,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_a5d739b0-3a72-4d9e-aaec-ca0003ca0108.jpg?v=1758958021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-bliss-quarter-plates,,,,,,Pack Of 8,Q8#5011,0,shopify,14,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_5e703360-f4e0-41e9-83e0-6fbd421ced06.jpg?v=1758958021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-bliss-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_f9470a8d-a85f-49b2-a068-0de0831f9139.jpg?v=1758958021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-bliss-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_d3a1e44a-7890-4d4b-9d76-0f7183a8b766.jpg?v=1758958021,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-bliss-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_666d1b5f-944d-4cb6-9fc6-b3569bc6c170.jpg?v=1758958021,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-bliss-quarter-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Size.jpg?v=1758958021,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-blue-dinner-set,Sea of Blue Dinner Set,Dinnerware Sets,,TRUE,Serving Size,4 Person serving Dinner Set = 22 PCS,DS4#5056,0,shopify,10,deny,manual,5780,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/sea_of_blue.jpg?v=1757947988,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sea-of-blue-dinner-set,,,,,,6 Person serving Dinner Set = 30 PCS,DS6#5056,0,shopify,6,deny,manual,7880,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09927copy.jpg?v=1757947988,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-of-blue-dinner-set,,,,,,8 Person serving Dinner Set = 43 PCS,DS8#5056,0,shopify,4,deny,manual,10499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09912copy.jpg?v=1757947988,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-of-blue-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09933copy.jpg?v=1757947988,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-blue-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09944copy.jpg?v=1757947988,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-blue-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09961copy.jpg?v=1757947988,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-bloom-dinner-set,Dark Bloom Dinner Set,Dinnerware Sets,,TRUE,Serving Size,4 Person serving Dinner Set = 22 PCS,DS4#5057,0,shopify,4,deny,manual,5780,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/dark_bloom.jpg?v=1757948047,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
dark-bloom-dinner-set,,,,,,6 Person serving Dinner Set = 30 PCS,DS6#5057,0,shopify,5,deny,manual,7880,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09859copy.jpg?v=1757948047,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-dinner-set,,,,,,8 Person serving Dinner Set = 43 PCS,DS8#5057,0,shopify,3,deny,manual,10499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09868copy.jpg?v=1757948047,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09878copy.jpg?v=1757948047,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-bloom-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09903copy.jpg?v=1757948047,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-bloom-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09904copy.jpg?v=1757948047,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
test-product,Test Product,,,FALSE,Title,Default Title,,0,shopify,9,deny,manual,5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Untitleddesign_4.png?v=1756794195,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
the-party-platter,The Party Platter,Serving Trays,,TRUE,Title,Default Title,MTW#6945,0,shopify,2,deny,manual,2499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_f10c4bdc-098a-44db-bd51-a6d028b0e028.jpg?v=1752908726,1,,FALSE,,,,,,,,,,,,,,,,,brown,,,,,,rectangular,wood,,,,,,kg,,,active
the-party-platter,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/7_f3d89705-b3d3-4ea3-8668-0c0216553d70.jpg?v=1752908726,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-party-platter,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_568bf9a0-50a1-4a37-9a64-f7de8dace445.jpg?v=1752908726,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-party-platter,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/6_228cc036-acdf-474e-ba7d-752c460d29eb.jpg?v=1752908726,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack-star-tray,Snack Star Tray,Serving Trays,,TRUE,Title,Default Title,MTW#6944,0,shopify,1,deny,manual,2499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/15_493d3f4d-5f54-4286-bc6f-6c576bdd6ce3.jpg?v=1752908580,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
snack-star-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01686.jpg?v=1753351820,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack-star-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/16_dc522d3e-f67c-4c2e-997a-49561cc819b4.jpg?v=1753351820,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack-star-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/14_5ee228a7-4c9f-4293-92f5-eb3c8a7628be.jpg?v=1753351820,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts-nest-tray,Nuts Nest Tray,Serving Trays,,TRUE,Title,Default Title,MTW#6947,0,shopify,4,deny,manual,2499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_a241808b-1e99-4047-8494-848d248eef50.jpg?v=1753330269,1,,FALSE,,,,,,,,,,,,,,,,,brown,,,,,,round,wood,,,,,,kg,,,active
nuts-nest-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/WhatsApp_Image_2025-07-21_at_3.10.12_PM.jpg?v=1753330269,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts-nest-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_2fb0d4bd-b8cd-40fa-91fa-bf5e0b3b17c4.jpg?v=1753092895,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts-nest-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_9107ae0d-cac7-4cc9-92ed-abbb57e08162.jpg?v=1753092895,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts-nest-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_aea0e0eb-c5ec-4a36-b94c-6bcab9bc840e.jpg?v=1753092895,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luna-curve-tray,Luna Curve Tray,Serving Trays,,TRUE,Title,Default Title,MTW#6969,0,shopify,1,deny,manual,2999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/LUNACURVETRAY1.jpg?v=1752908242,1,,FALSE,,,,,,,,,,,,,,,,,geometric,,,,,,rectangular,wood,,,,,,kg,,,active
luna-curve-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01759.jpg?v=1753419889,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luna-curve-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/LUNACURVETRAY3.jpg?v=1753419889,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luna-curve-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/LUNACURVETRAY2.jpg?v=1753419889,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luna-curve-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/LUNACURVETRAY4.jpg?v=1753419889,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honeycomb-tray,Honeycomb Tray,Serving Trays,,TRUE,Title,Default Title,MTW#6946,0,shopify,6,deny,manual,2499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/11_f05cd37d-e884-4483-b072-4721a6f9a80a.jpg?v=1753330303,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
honeycomb-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Patex_grid_3.jpg?v=1753423585,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honeycomb-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/13_96906ab0-d90d-4b0a-9239-70157f3edc1f.jpg?v=1753423585,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honeycomb-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/12_84c2c52b-4fbb-4480-a2b7-6b08eab5b3cc.jpg?v=1753423585,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,Holdify,Serving Trays,,TRUE,Variants,Red Oak,WMS#001#6679,0,shopify,5,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-001REDOAK.jpg?v=1752907227,1,,FALSE,,,,,,,,,,,,,,,,,brown,,,,portable,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-001REDOAK.jpg?v=1752907227,kg,,,active
holdify,,,,,,American Walnut,WMS#002#6680,0,shopify,5,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/patex_grid_3_1.jpg?v=1753696409,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-002WALNUT.jpg?v=1753696409,kg,,,
holdify,,,,,,European Ash,WMS#003#6681,500,shopify,9,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/patex_grid_1_1.jpg?v=1753696409,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01747.jpg?v=1753696409,kg,,,
holdify,,,,,,Mahogany,WMS#004#6682,0,shopify,7,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-003WHITEASH2.jpg?v=1753696409,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-004MAHOGANY.jpg?v=1753696409,kg,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-002WALNUT2.jpg?v=1753696409,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-002WALNUT3.jpg?v=1753696409,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-002WALNUT.jpg?v=1753696409,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-003WHITEASH.jpg?v=1753696409,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-004MAHOGANY2.jpg?v=1753696409,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-004MAHOGANY3.jpg?v=1753696409,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/HOLDIFYWMS-004MAHOGANY.jpg?v=1753696409,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01744.jpg?v=1753696409,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdify,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01747.jpg?v=1753696409,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chai-station-tray,Chai Station Tray,Serving Trays,,TRUE,Title,Default Title,MTW#6968,0,shopify,3,deny,manual,2499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/9_ece7b58d-53cb-4347-a68d-11eabf98e420.jpg?v=1753330336,1,,FALSE,,,,,,,,,,,,,,,,,brown,,,,,,rectangular,wood,,,,,,kg,,,active
chai-station-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/WhatsApp_Image_2025-07-21_at_3.09.39_PM.jpg?v=1753330336,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chai-station-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/10_1e756984-3b7d-4b6d-81f2-5785231e3d59.jpg?v=1753256800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cutlery-caddy-tray,Cutlery Caddy Tray,Serving Trays,,TRUE,Title,Default Title,MTW#6970,0,shopify,1,deny,manual,3499,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/CUTLERYCADDYTRAY1.jpg?v=1752905562,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
cutlery-caddy-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/CUTLERYCADDYTRAY2.jpg?v=1752905562,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cutlery-caddy-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/CUTLERYCADDYTRAY3.jpg?v=1752905562,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cutlery-caddy-tray,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/CUTLERYCADDYTRAY4.jpg?v=1752905562,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slate-mirage-1,Slate Mirage Rice Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,R4#5053,0,shopify,13,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Slate-Mirage-Rice.png?v=1748084543,1,,FALSE,,,3553,,,,,,,,,,,,,,geometric,,,,,,round,melamine,slate-mirage,,,,,kg,,,active
slate-mirage-1,,,,,,Pack Of 6,R6#5053,0,shopify,11,deny,manual,2730,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
slate-mirage-1,,,,,,Pack Of 8,R8#5053,0,shopify,7,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
slate-mirage,Slate Mirage Deep Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,D4#5053,0,shopify,18,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Slate-Mirage-Deeo.png?v=1748084420,1,,FALSE,,,3553,,,,,,,,,,,,,,white,,,,,,round,melamine,slate-mirage-1,,,,,kg,,,active
slate-mirage,,,,,,Pack Of 6,D6#5053,0,shopify,10,deny,manual,1890,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
slate-mirage,,,,,,Pack Of 8,D8#5053,0,shopify,5,deny,manual,2210,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-bloom-1,Shadow Bloom Rice Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,R4#5046,0,shopify,16,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Shadow-Bloom-Rice.png?v=1748084256,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,shadow-bloom,,,,,kg,,,active
shadow-bloom-1,,,,,,Pack Of 6,R6#5046,0,shopify,9,deny,manual,2730,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-bloom-1,,,,,,Pack Of 8,R8#5046,0,shopify,64,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
