Handle,Title,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Back type (product.metafields.shopify.back-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
shadow-fern-deep-plate,Shadow Fern Deep Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,DP4#5070,0,shopify,20,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/12_b859ae70-3b7b-4508-93af-007dd68af2c4.jpg?v=1767878734,1,,FALSE,,,3553,,,,,,,,,,,,,,black; floral,,,,,,round,melamine,,,,,,kg,,,active
shadow-fern-deep-plate,,,,,,Pack Of 6,DP6#5070,0,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/11_4173b8f9-f2d0-42ad-8a02-4eb840f19c1d.jpg?v=1767878734,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-fern-deep-plate,,,,,,Pack Of 8,DP8#5070,0,shopify,20,deny,manual,2210,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09818copy.jpg?v=1767878734,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-fern-deep-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_607d4674-6518-4fbe-bcbe-3a00cfa8dbb8.jpg?v=1767878734,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-fern-deep-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09840copy_f51beb52-4078-4f68-9b41-85b79b50dee4.jpg?v=1767878715,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-fern-quarter-plate,Shadow Fern Quarter Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,QP4#5070,0,shopify,10,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/9_77c7bd93-396a-4234-83e1-533f71568802.jpg?v=1767878451,1,,FALSE,,,3553,,,,,,,,,,,,,,black,,,,,,round,melamine,,,,,,kg,,,active
shadow-fern-quarter-plate,,,,,,Pack Of 6,QP6#5070,0,shopify,10,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/10_6f982c22-d8e8-4d72-b788-78ba2cace143.jpg?v=1767878451,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-fern-quarter-plate,,,,,,Pack Of 8,QP8#5070,0,shopify,10,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09832copy.jpg?v=1767878451,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-fern-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_2c7a2707-a57b-4731-992c-4f9161259d35.jpg?v=1767878451,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-fern-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09840copy_63237829-3862-44e2-8e8c-3d11ad74a5fe.jpg?v=1767878436,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-fern-rice-plate,Shadow Fern Rice Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,RP4#5070,0,shopify,20,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/7_72809fb6-b590-46da-9bee-463ce1fb5ca8.jpg?v=1767878054,1,,FALSE,,,3553,,,,,,,,,,,,,,black; floral,,,,,,round,melamine,,,,,,kg,,,active
shadow-fern-rice-plate,,,,,,Pack Of 6,RP6#5070,0,shopify,20,deny,manual,2730,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_ebc52711-7d8d-4b43-a0bb-89c0c892d468.jpg?v=1767878054,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-fern-rice-plate,,,,,,Pack Of 8,RP8#5070,0,shopify,20,deny,manual,3360,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09813copy.jpg?v=1767878054,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-fern-rice-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_4f47f511-eb90-4065-93ae-69c7a998e9a2.jpg?v=1767878054,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-fern-rice-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09840copy.jpg?v=1767878022,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-fern-quarter-plate,Midnight Fern Quarter Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,QP4#5068,0,shopify,10,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_bbe24bca-46d7-433a-a60f-efbbd0bb0c16.jpg?v=1767877543,1,,FALSE,,,3553,,,,,,,,,,,,,,black,,,,,,round,melamine,,,,,,kg,,,active
midnight-fern-quarter-plate,,,,,,Pack Of 6,QP6#5068,0,shopify,10,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/6_cbb82062-de2e-482d-b42c-664e3c716fa6.jpg?v=1767877543,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
midnight-fern-quarter-plate,,,,,,Pack Of 8,QP8#5068,0,shopify,10,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09908copy.jpg?v=1767877543,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
midnight-fern-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_39de4c2d-2b4f-49a9-8a16-a94db0c5ac66.jpg?v=1767877543,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-fern-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09893copy_1b2e7e06-57ba-426f-a5e0-db2152ff10f3.jpg?v=1767877543,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-fern-deep-plate,Midnight Fern Deep Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,DP4#5068,0,shopify,20,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_c9802360-27a0-4266-bf7e-daef4f38b84a.jpg?v=1767876928,1,,FALSE,,,3553,,,,,,,,,,,,,,black,,,,,,round,melamine,,,,,,kg,,,active
midnight-fern-deep-plate,,,,,,Pack Of 6,DP6#5068,0,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_8f3e6c36-4eca-48c1-8345-49fbb60ca87a.jpg?v=1767876928,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
midnight-fern-deep-plate,,,,,,Pack Of 8,DP8#5068,0,shopify,20,deny,manual,2210,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Deep3.jpg?v=1767876928,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
midnight-fern-deep-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09893copy_75e9e034-febc-463d-9623-e6ff6a5124e3.jpg?v=1767876928,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-fern-deep-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09919copy.jpg?v=1767876928,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-fern-rice-plate,Midnight Fern Rice Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,RP4#5068,0,shopify,20,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_8cc1a522-dc15-4ba8-948c-3ac1998e7113.jpg?v=1767876739,1,,FALSE,,,3553,,,,,,,,,,,,,,black; floral,,,,,,round,melamine,,,,,,kg,,,active
midnight-fern-rice-plate,,,,,,Pack Of 6,RP6#5068,0,shopify,20,deny,manual,2730,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_2232dae7-52af-4b0c-8fd3-1b149139ab98.jpg?v=1767876739,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
midnight-fern-rice-plate,,,,,,Pack Of 8,RP8#5068,0,shopify,20,deny,manual,3360,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09900copy.jpg?v=1767876928,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
midnight-fern-rice-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Rice.jpg?v=1767876928,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-fern-rice-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09893copy.jpg?v=1767876928,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eclipse-shade-quarter-plate,Eclipse Shade Quarter Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,QP4#5069,0,shopify,8,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/16_231da55b-6246-47aa-888c-bd73bcd15666.jpg?v=1767875646,1,,FALSE,,,3553,,,,,,,,,,,,,,black,,,,,,round,melamine,,,,,,kg,,,active
eclipse-shade-quarter-plate,,,,,,Pack Of 6,QP6#5069,0,shopify,8,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/15_6d0d8fc9-b5db-44f2-bca8-90bf4bb7906f.jpg?v=1767875646,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
eclipse-shade-quarter-plate,,,,,,Pack Of 8,QP8#5069,0,shopify,8,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09859copy_03db9bb1-1b5a-4ee2-8936-276b68bf5bb2.jpg?v=1767875646,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
eclipse-shade-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_c9e6f8a9-5224-43d9-bd9b-0d40b39c5e4b.jpg?v=1767875646,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eclipse-shade-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09855copy_8da2a4c0-bd69-4c37-911a-aae2861fc4f5.jpg?v=1767875646,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eclipse-shade-deep-plate-copy,Eclipse Shade Rice Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,RP4#5069,0,shopify,20,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/13_19fc4dc0-cc4a-45e0-a2bb-5b95b3d9cc1e.jpg?v=1767874824,1,,FALSE,,,3553,,,,,,,,,,,,,,black,,,,,,round,melamine,,,,,,kg,,,active
eclipse-shade-deep-plate-copy,,,,,,Pack Of 6,RP6#5069,0,shopify,20,deny,manual,2730,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/14_028a0a89-466e-4d25-9025-1ae99e4abbb1.jpg?v=1767874824,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
eclipse-shade-deep-plate-copy,,,,,,Pack Of 8,RP8#5069,0,shopify,20,deny,manual,3360,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09875copy.jpg?v=1767874824,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
eclipse-shade-deep-plate-copy,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_aa409bc9-747e-407b-810d-39956db9f8f5.jpg?v=1767874824,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eclipse-shade-deep-plate-copy,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09855copy_34891e30-ca0d-47da-a6aa-f62c5bb98253.jpg?v=1767874824,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
violet-bloom-deep-plates-copy,Eclipse Shade Deep Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,DP4#5069,0,shopify,20,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/17_ef7bd35a-6b59-4d3d-96cf-806280952b0d.jpg?v=1767874264,1,,FALSE,,,3553,,,,,,,,,,,,,,,,,,,,round,melamine,,,,,,kg,,,active
violet-bloom-deep-plates-copy,,,,,,Pack Of 6,DP6#5069,0,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/18_86d4b322-0d8a-4154-8e02-c736410480c5.jpg?v=1767874264,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
violet-bloom-deep-plates-copy,,,,,,Pack Of 8,DP8#5069,0,shopify,20,deny,manual,2210,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09868copy_5125828f-7ad4-4543-bda4-241cff81e3fe.jpg?v=1767874264,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
violet-bloom-deep-plates-copy,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_de6abf02-1c4f-40e8-a4b1-a5c0a2c3cba4.jpg?v=1767874264,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
violet-bloom-deep-plates-copy,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09855copy_175f314f-c68e-48b1-b025-9e2d33698dfb.jpg?v=1767874264,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-rice-plates,Lemon Squares Rice Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,RP4#5067,0,shopify,3,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03638_2f329bb1-aceb-4139-872e-ba667e057ce1.jpg?v=1766135528,1,,FALSE,,,3553,,,,,,,,,,,,,,checkered,,,,,,round,melamine,lemon-squares-deep-plate,,,,,kg,,,active
lemon-squares-rice-plates,,,,,,Pack Of 6,RP6#5067,0,shopify,1,deny,manual,2730,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_00506785-8e3f-42ea-a933-b29895416d8d.jpg?v=1766135528,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-rice-plates,,,,,,Pack Of 8,RP8#5067,0,shopify,1,deny,manual,3360,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_2064551b-513a-4e98-8d27-f4ac7ca73948.jpg?v=1766135528,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-rice-plates,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_f5db072c-dc66-42fd-b986-61e2ae9a43ee.jpg?v=1766135528,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-quarter-plate,Lemon Squares Quarter Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,QP4#5067,0,shopify,10,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03576_706c0222-1549-43c9-b26c-80effa56bc90.jpg?v=1766135617,1,,FALSE,,,3553,,,,,,,,,,,,,,checkered,,,,,,round,melamine,,,,,,kg,,,active
lemon-squares-quarter-plate,,,,,,Pack Of 6,QP6#5067,0,shopify,7,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/7_b724ca3a-81aa-4dd2-8718-5a8ca89b9908.jpg?v=1766135617,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-quarter-plate,,,,,,Pack Of 8,QP8#5067,0,shopify,10,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_7c81ec23-77eb-4849-80dc-7331c8246182.jpg?v=1766135617,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-quarter-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/9_34b31fc8-32b6-480c-8c05-35d4e5860605.jpg?v=1766135617,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-deep-plate,Lemon Squares Deep Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,DP4#5067,0,shopify,9,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03566_d66ed76b-c58c-4d31-be16-6082fd5db6c3.jpg?v=1766135647,1,,FALSE,,,3553,,,,,,,,,,,,,,checkered,,,,,,round,melamine,lemon-squares-rice-plates,,,,,kg,,,active
lemon-squares-deep-plate,,,,,,Pack Of 6,DP6#5067,0,shopify,6,deny,manual,1890,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_16495f57-5bf5-4553-9372-3acf54e6397c.jpg?v=1766135647,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-deep-plate,,,,,,Pack Of 8,DP8#5067,0,shopify,8,deny,manual,2210,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_0536d90b-17e8-4e26-91f1-ff407beeb4ce.jpg?v=1766135647,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-deep-plate,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/6_865bd784-32c7-40ac-ad38-25073ea1196b.jpg?v=1766135647,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,Lemon Squares Dinner Set,Dinnerware Sets,,TRUE,Serving Size,4 Person Serving Dinner Set = 22 PCS,DS4#5067,0,shopify,5,deny,manual,5780,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1080x1080.jpg?v=1765870154,1,,FALSE,,,5537,,,,,,,,,,,,,,checkered,,bowls; dinner-plates; salad-plate,,,,,melamine,,,,,,kg,,,active
lemon-squares-dinner-set,,,,,,6 Person Serving Dinner Set = 30 PCS,DS6#5067,0,shopify,5,deny,manual,7880,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03641.jpg?v=1765870155,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-dinner-set,,,,,,8 Person Serving Dinner Set = 43 PCS,DS8#5067,0,shopify,5,deny,manual,10499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03564.jpg?v=1765870154,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03566.jpg?v=1765870154,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03574.jpg?v=1765870154,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03576.jpg?v=1765870154,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03586.jpg?v=1765870155,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03588.jpg?v=1765870154,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03598copy.jpg?v=1765870155,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03666.jpg?v=1765870155,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03599.jpg?v=1765870155,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03607.jpg?v=1765870155,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03610copy.jpg?v=1765870154,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03610.jpg?v=1765870154,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03619.jpg?v=1765870155,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03625.jpg?v=1765870155,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03628.jpg?v=1765870154,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03631.jpg?v=1765870155,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03635.jpg?v=1765870155,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03638.jpg?v=1765870155,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03647.jpg?v=1765870155,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03676.jpg?v=1765870155,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemon-squares-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC03677.jpg?v=1765870155,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
violet-bloom-rice-plates,Violet Bloom Rice Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,R4#5064,0,shopify,6,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/7_ed6df834-6d43-44e7-a01c-05e7e19a83d9.jpg?v=1763533609,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
violet-bloom-rice-plates,,,,,,Pack Of 6,R6#5064,0,shopify,5,deny,manual,2730,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_bcf216ec-df1e-419f-bedf-ef5433f35498.jpg?v=1763533609,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
violet-bloom-rice-plates,,,,,,Pack Of 8,R8#5064,0,shopify,8,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
